date,ticker,close,signal,momentum_60d
2018-01-02 00:00:00-05:00,ABBV,69.34371185302734,0,0.08325529604033033
2018-01-03 00:00:00-05:00,ABBV,70.4288558959961,0,0.0988750971291601
2018-01-04 00:00:00-05:00,ABBV,70.0271987915039,0,0.11224755974267309
2018-01-05 00:00:00-05:00,ABBV,71.24622344970703,0,0.10237173252637377
2018-01-08 00:00:00-05:00,ABBV,70.10470581054688,0,0.11676372870337581
2018-01-09 00:00:00-05:00,ABBV,70.63322448730469,0,0.08447778439357556
2018-01-10 00:00:00-05:00,ABBV,70.24565124511719,0,0.09647845679758782
2018-01-11 00:00:00-05:00,ABBV,70.45145416259766,0,0.0994820435412056
2018-01-12 00:00:00-05:00,ABBV,71.2108154296875,0,0.09822174005498363
2018-01-16 00:00:00-05:00,ABBV,72.7366714477539,0,0.09644956275906891
2018-01-17 00:00:00-05:00,ABBV,74.06378936767578,0,0.07481424452789809
2018-01-18 00:00:00-05:00,ABBV,73.67346954345703,0,0.08943360319038751
2018-01-19 00:00:00-05:00,ABBV,74.26251983642578,0,0.08797771615612482
2018-01-22 00:00:00-05:00,ABBV,75.57546997070312,0,0.11512632864465067
2018-01-23 00:00:00-05:00,ABBV,74.78767395019531,1,0.16974476897375856
2018-01-24 00:00:00-05:00,ABBV,74.87994384765625,0,0.15654212361208564
2018-01-25 00:00:00-05:00,ABBV,76.8600082397461,1,0.18654325630169422
2018-01-26 00:00:00-05:00,ABBV,87.44155883789062,1,0.18652105663108043
2018-01-29 00:00:00-05:00,ABBV,86.8028335571289,1,0.3642676236381446
2018-01-30 00:00:00-05:00,ABBV,82.239501953125,1,0.36495659701810546
2018-01-31 00:00:00-05:00,ABBV,79.64202117919922,1,0.26256184673091076
2018-02-01 00:00:00-05:00,ABBV,82.5659408569336,1,0.24175996465586636
2018-02-02 00:00:00-05:00,ABBV,81.73561096191406,1,0.2693585964487555
2018-02-05 00:00:00-05:00,ABBV,77.7187271118164,1,0.24780739046270184
2018-02-06 00:00:00-05:00,ABBV,78.91812133789062,1,0.17385622828061842
2018-02-07 00:00:00-05:00,ABBV,80.63561248779297,1,0.17017696739384847
2018-02-08 00:00:00-05:00,ABBV,76.98774719238281,1,0.19339927829694514
2018-02-09 00:00:00-05:00,ABBV,78.98908233642578,1,0.14490377405308297
2018-02-12 00:00:00-05:00,ABBV,79.43617248535156,1,0.17849398058703314
2018-02-13 00:00:00-05:00,ABBV,79.38650512695312,1,0.18979269190839654
2018-02-14 00:00:00-05:00,ABBV,80.2523422241211,1,0.20160336220587838
2018-02-15 00:00:00-05:00,ABBV,81.54399108886719,1,0.2055797245793356
2018-02-16 00:00:00-05:00,ABBV,84.16987609863281,1,0.23623711628174893
2018-02-20 00:00:00-05:00,ABBV,83.72986602783203,1,0.27618333947963003
2018-02-21 00:00:00-05:00,ABBV,83.68017578125,1,0.2550308370306016
2018-02-22 00:00:00-05:00,ABBV,83.4317855834961,1,0.2570738806522679
2018-02-23 00:00:00-05:00,ABBV,84.27632904052734,1,0.2500345499053236
2018-02-26 00:00:00-05:00,ABBV,86.2563705444336,1,0.25342519146724696
2018-02-27 00:00:00-05:00,ABBV,83.9285659790039,1,0.2828739575609067
2018-02-28 00:00:00-05:00,ABBV,82.20401763916016,1,0.24304180055370672
2018-03-01 00:00:00-05:00,ABBV,80.79170227050781,1,0.20368212628990934
2018-03-02 00:00:00-05:00,ABBV,81.64337158203125,1,0.19037143485355412
2018-03-05 00:00:00-05:00,ABBV,82.08335876464844,1,0.2168160762412965
2018-03-06 00:00:00-05:00,ABBV,81.30269622802734,1,0.22093745056424563
2018-03-07 00:00:00-05:00,ABBV,81.41624450683594,1,0.22226417565724832
2018-03-08 00:00:00-05:00,ABBV,83.04146575927734,1,0.22604976171546487
2018-03-09 00:00:00-05:00,ABBV,84.65953063964844,1,0.22823707917203429
2018-03-12 00:00:00-04:00,ABBV,83.95695495605469,1,0.2454199799973984
2018-03-13 00:00:00-04:00,ABBV,84.98600769042969,1,0.23726462173244167
2018-03-14 00:00:00-04:00,ABBV,84.41117858886719,1,0.23892125972779588
2018-03-15 00:00:00-04:00,ABBV,81.5652847290039,1,0.2439584665905341
2018-03-16 00:00:00-04:00,ABBV,80.69944763183594,1,0.18783396606777525
2018-03-19 00:00:00-04:00,ABBV,79.50714874267578,1,0.16636748747146912
2018-03-20 00:00:00-04:00,ABBV,79.9471664428711,1,0.1523036373244191
2018-03-21 00:00:00-04:00,ABBV,79.80521392822266,1,0.16474725064635098
2018-03-22 00:00:00-04:00,ABBV,69.62110900878906,1,0.15674183259724428
2018-03-23 00:00:00-04:00,ABBV,69.16690063476562,0,0.006045282399820717
2018-03-26 00:00:00-04:00,ABBV,67.61976623535156,0,0.004185173780413498
2018-03-27 00:00:00-04:00,ABBV,65.29906463623047,0,-0.021679649038839344
2018-03-28 00:00:00-04:00,ABBV,66.90298461914062,0,-0.05235725451869444
2018-03-29 00:00:00-04:00,ABBV,67.17266845703125,0,-0.018237670436218822
2018-04-02 00:00:00-04:00,ABBV,64.90875244140625,0,-0.03130843933762273
2018-04-03 00:00:00-04:00,ABBV,64.29129791259766,-1,-0.07837843429888325
2018-04-04 00:00:00-04:00,ABBV,65.95909118652344,-1,-0.0819096148052999
2018-04-05 00:00:00-04:00,ABBV,65.44098663330078,-1,-0.07420929850289959
2018-04-06 00:00:00-04:00,ABBV,63.7164421081543,-1,-0.06652505168268552
2018-04-09 00:00:00-04:00,ABBV,64.21321105957031,-1,-0.09792533796037561
2018-04-10 00:00:00-04:00,ABBV,66.4416732788086,-1,-0.08587635075795808
2018-04-11 00:00:00-04:00,ABBV,66.45587158203125,0,-0.05691551624377733
2018-04-12 00:00:00-04:00,ABBV,66.05433654785156,0,-0.06677277628355782
2018-04-13 00:00:00-04:00,ABBV,65.84638214111328,-1,-0.0918702322624455
2018-04-16 00:00:00-04:00,ABBV,66.39850616455078,-1,-0.11095040230481223
2018-04-17 00:00:00-04:00,ABBV,67.10839080810547,-1,-0.09874604011441379
2018-04-18 00:00:00-04:00,ABBV,67.63182067871094,-1,-0.09633566224359669
2018-04-19 00:00:00-04:00,ABBV,66.69248962402344,-1,-0.1051088308821837
2018-04-20 00:00:00-04:00,ABBV,66.39850616455078,-1,-0.10824222627331404
2018-04-23 00:00:00-04:00,ABBV,66.8072280883789,-1,-0.11326714801444049
2018-04-24 00:00:00-04:00,ABBV,65.50938415527344,-1,-0.13079337852801143
2018-04-25 00:00:00-04:00,ABBV,65.87506866455078,-1,-0.25082094800342725
2018-04-26 00:00:00-04:00,ABBV,69.86902618408203,-1,-0.2410954116930366
2018-04-27 00:00:00-04:00,ABBV,70.79402160644531,-1,-0.15042012020079976
2018-04-30 00:00:00-04:00,ABBV,69.23084259033203,-1,-0.11109712488141643
2018-05-01 00:00:00-04:00,ABBV,73.18892669677734,-1,-0.16150846375877914
2018-05-02 00:00:00-04:00,ABBV,71.969970703125,-1,-0.10456500128345736
2018-05-03 00:00:00-04:00,ABBV,71.90543365478516,-1,-0.07396874115578977
2018-05-04 00:00:00-04:00,ABBV,71.82654571533203,-1,-0.08886029677620444
2018-05-07 00:00:00-04:00,ABBV,71.43934631347656,-1,-0.10924536319228062
2018-05-08 00:00:00-04:00,ABBV,71.27442932128906,-1,-0.07206862236196476
2018-05-09 00:00:00-04:00,ABBV,72.5507583618164,-1,-0.09766733309141273
2018-05-10 00:00:00-04:00,ABBV,73.74820709228516,-1,-0.08667857360328968
2018-05-11 00:00:00-04:00,ABBV,74.701904296875,-1,-0.07102338143808362
2018-05-14 00:00:00-04:00,ABBV,75.92804718017578,-1,-0.06916231692958397
2018-05-15 00:00:00-04:00,ABBV,74.701904296875,-1,-0.06887011334251614
2018-05-16 00:00:00-04:00,ABBV,75.31852722167969,-1,-0.1124864647616085
2018-05-17 00:00:00-04:00,ABBV,75.51934814453125,-1,-0.1004580468736973
2018-05-18 00:00:00-04:00,ABBV,75.99261474609375,-1,-0.09752402597781495
2018-05-21 00:00:00-04:00,ABBV,76.1718521118164,-1,-0.08916470845463853
2018-05-22 00:00:00-04:00,ABBV,76.1718521118164,-1,-0.09616551908441107
2018-05-23 00:00:00-04:00,ABBV,75.7200927734375,-1,-0.1169133174624164
2018-05-24 00:00:00-04:00,ABBV,73.95618438720703,-1,-0.09780309135294751
